event_id,event_type,timestamp,trader_id,account_id,instrument,side,order_id,quantity,price,order_type,session,related_order_id,is_aggressive
EVT-20260217-0442958,ORDER_PLACE,2026-02-17T09:30:21.529684,T-0037,T-0037,AMZN,SELL,ORD-T-0037-004760,1300.0,185.33,LIMIT,REGULAR,,False
EVT-20260217-0442927,ORDER_PLACE,2026-02-17T09:30:24.952878,T-0020,T-0020,TSLA,SELL,ORD-T-0020-005471,21400.0,249.78,LIMIT,REGULAR,,False
EVT-20260217-0442939,ORDER_PLACE,2026-02-17T09:30:25.003319,T-0022,T-0022,MSFT,SELL,ORD-T-0022-005314,7700.0,399.71,LIMIT,REGULAR,,False
EVT-20260217-0442933,ORDER_PLACE,2026-02-17T09:30:26.148066,T-0021,T-0021,TSLA,SELL,ORD-T-0021-004819,15200.0,250.5,LIMIT,REGULAR,,False
EVT-20260217-0442945,ORDER_CANCEL,2026-02-17T09:30:26.688769,T-0026,T-0026,MSFT,SELL,ORD-T-0026-004506,13600.0,400.66,LIMIT,REGULAR,EVT-20260217-0442944,False
EVT-20260217-0442935,ORDER_PLACE,2026-02-17T09:30:27.560489,T-0021,T-0021,TSLA,SELL,ORD-T-0021-004820,21000.0,250.0,MARKET,REGULAR,,True
EVT-20260217-0442928,ORDER_CANCEL,2026-02-17T09:30:29.377429,T-0020,T-0020,TSLA,SELL,ORD-T-0020-005471,21400.0,249.78,LIMIT,REGULAR,EVT-20260217-0442927,False
EVT-20260217-0442956,ORDER_PLACE,2026-02-17T09:30:30.705423,T-0036,T-0036,MSFT,SELL,ORD-T-0036-004660,200.0,400.16,LIMIT,REGULAR,,True
EVT-20260217-0442937,ORDER_PLACE,2026-02-17T09:30:31.672683,T-0021,T-0021,TSLA,BUY,ORD-T-0021-004821,26100.0,250.08,LIMIT,REGULAR,,True
EVT-20260217-0442922,ORDER_PLACE,2026-02-17T09:30:32.181322,T-0014,T-0014,MSFT,BUY,ORD-T-0014-005748,49900.0,400.79,LIMIT,REGULAR,,False
EVT-20260217-0442917,ORDER_PLACE,2026-02-17T09:30:32.601760,T-0012,T-0012,TSLA,BUY,ORD-T-0012-004662,8000.0,250.45,LIMIT,REGULAR,,False
EVT-20260217-0442967,ORDER_PLACE,2026-02-17T09:30:33.208523,T-0042,T-0042,AAPL,BUY,ORD-T-0042-005293,800.0,174.77,LIMIT,REGULAR,,False
EVT-20260217-0442957,ORDER_PLACE,2026-02-17T09:30:34.337187,T-0036,T-0036,MSFT,SELL,ORD-T-0036-004661,800.0,399.9,LIMIT,REGULAR,,True
EVT-20260217-0442919,ORDER_PLACE,2026-02-17T09:30:36.393422,T-0013,T-0013,TSLA,BUY,ORD-T-0013-006205,28200.0,249.5,LIMIT,REGULAR,,False
EVT-20260217-0442934,ORDER_CANCEL,2026-02-17T09:30:37.850274,T-0021,T-0021,TSLA,SELL,ORD-T-0021-004819,15200.0,250.5,LIMIT,REGULAR,EVT-20260217-0442933,False
EVT-20260217-0442909,ORDER_PLACE,2026-02-17T09:30:38.944323,T-0006,T-0006,MSFT,SELL,ORD-T-0006-005283,2400.0,400.59,LIMIT,REGULAR,,False
EVT-20260217-0442936,ORDER_CANCEL,2026-02-17T09:30:39.799106,T-0021,T-0021,TSLA,SELL,ORD-T-0021-004820,21000.0,250.0,MARKET,REGULAR,EVT-20260217-0442935,True
EVT-20260217-0442972,ORDER_PLACE,2026-02-17T09:30:40.091742,T-0043,T-0043,NVDA,SELL,ORD-T-0043-005043,500.0,800.0,MARKET,REGULAR,,True
EVT-20260217-0442968,ORDER_PLACE,2026-02-17T09:30:40.164759,T-0043,T-0043,NVDA,SELL,ORD-T-0043-005041,1500.0,799.85,LIMIT,REGULAR,,True
EVT-20260217-0442941,ORDER_PLACE,2026-02-17T09:30:41.344822,T-0023,T-0023,AMZN,BUY,ORD-T-0023-005048,3000.0,185.3,LIMIT,REGULAR,,False
EVT-20260217-0442931,ORDER_PLACE,2026-02-17T09:30:41.786414,T-0020,T-0020,TSLA,SELL,ORD-T-0020-005473,39300.0,250.0,MARKET,REGULAR,,True
EVT-20260217-0442915,ORDER_PLACE,2026-02-17T09:30:42.039029,T-0010,T-0010,TSLA,BUY,ORD-T-0010-005156,1200.0,250.0,MARKET,REGULAR,,True
EVT-20260217-0442948,ORDER_PLACE,2026-02-17T09:30:42.304006,T-0027,T-0027,MSFT,SELL,ORD-T-0027-005185,3500.0,399.6,LIMIT,REGULAR,,False
EVT-20260217-0442965,ORDER_PLACE,2026-02-17T09:30:45.194259,T-0041,T-0041,AMZN,BUY,ORD-T-0041-004830,1700.0,184.72,LIMIT,REGULAR,,False
EVT-20260217-0442980,ORDER_PLACE,2026-02-17T09:30:45.837861,T-0047,T-0047,AAPL,BUY,ORD-T-0047-004846,1300.0,175.29,LIMIT,REGULAR,,False
EVT-20260217-0442976,ORDER_PLACE,2026-02-17T09:30:49.152837,T-0045,T-0045,AMZN,SELL,ORD-T-0045-005304,700.0,184.65,LIMIT,REGULAR,,False
EVT-20260217-0442954,ORDER_PLACE,2026-02-17T09:30:49.519876,T-0035,T-0035,AAPL,SELL,ORD-T-0035-005601,1300.0,175.24,LIMIT,REGULAR,,False
EVT-20260217-0442923,TRADE_EXECUTE,2026-02-17T09:30:51.272454,T-0014,T-0014,MSFT,BUY,ORD-T-0014-005748,49900.0,400.76,LIMIT,REGULAR,EVT-20260217-0442922,False
EVT-20260217-0442924,ORDER_PLACE,2026-02-17T09:30:51.760855,T-0015,T-0015,AAPL,BUY,ORD-T-0015-005039,27200.0,175.23,LIMIT,REGULAR,,False
EVT-20260217-0442974,ORDER_PLACE,2026-02-17T09:30:51.821073,T-0044,T-0044,MSFT,SELL,ORD-T-0044-005437,1300.0,399.75,LIMIT,REGULAR,,False
EVT-20260217-0442952,ORDER_PLACE,2026-02-17T09:30:52.130291,T-0028,T-0028,TSLA,SELL,ORD-T-0028-005419,28900.0,250.0,MARKET,REGULAR,,True
EVT-20260217-0442964,TRADE_EXECUTE,2026-02-17T09:30:53.491082,T-0039,T-0039,TSLA,SELL,ORD-T-0039-004654,300.0,249.72,LIMIT,REGULAR,EVT-20260217-0442963,False
EVT-20260217-0442907,ORDER_PLACE,2026-02-17T09:30:53.976030,T-0002,T-0002,NVDA,SELL,ORD-T-0002-004970,600.0,800.25,LIMIT,REGULAR,,True
EVT-20260217-0442905,ORDER_PLACE,2026-02-17T09:30:55.120510,T-0002,T-0002,NVDA,SELL,ORD-T-0002-004969,4100.0,799.15,LIMIT,REGULAR,,False
EVT-20260217-0442912,ORDER_CANCEL,2026-02-17T09:30:55.601918,T-0007,T-0007,NVDA,BUY,ORD-T-0007-005806,3900.0,799.14,LIMIT,REGULAR,EVT-20260217-0442911,False
EVT-20260217-0442950,ORDER_PLACE,2026-02-17T09:30:57.393016,T-0028,T-0028,TSLA,BUY,ORD-T-0028-005418,39900.0,250.02,LIMIT,REGULAR,,True
EVT-20260217-0442904,ORDER_PLACE,2026-02-17T09:30:58.628593,T-0002,T-0002,NVDA,SELL,ORD-T-0002-004968,2400.0,799.79,LIMIT,REGULAR,,True
EVT-20260217-0442992,ORDER_PLACE,2026-02-17T09:31:00.339006,T-0003,T-0003,MSFT,SELL,ORD-T-0003-005396,1900.0,399.78,LIMIT,REGULAR,,True
EVT-20260217-0442986,ORDER_PLACE,2026-02-17T09:31:00.352713,T-0002,T-0002,AAPL,SELL,ORD-T-0002-004971,4400.0,175.25,LIMIT,REGULAR,,False
EVT-20260217-0442916,ORDER_CANCEL,2026-02-17T09:31:01.186659,T-0010,T-0010,TSLA,BUY,ORD-T-0010-005156,1200.0,250.0,MARKET,REGULAR,EVT-20260217-0442915,True
EVT-20260217-0442921,ORDER_CANCEL,2026-02-17T09:31:02.148082,T-0013,T-0013,TSLA,SELL,ORD-T-0013-006206,12300.0,250.45,LIMIT,REGULAR,EVT-20260217-0442920,False
EVT-20260217-0442961,TRADE_EXECUTE,2026-02-17T09:31:02.683848,T-0037,T-0037,AMZN,SELL,ORD-T-0037-004761,100.0,184.81,LIMIT,REGULAR,EVT-20260217-0442960,False
EVT-20260217-0442906,ORDER_CANCEL,2026-02-17T09:31:03.849697,T-0002,T-0002,NVDA,SELL,ORD-T-0002-004969,4100.0,799.15,LIMIT,REGULAR,EVT-20260217-0442905,False
EVT-20260217-0442996,ORDER_PLACE,2026-02-17T09:31:04.027699,T-0005,T-0005,AAPL,SELL,ORD-T-0005-004316,2000.0,175.22,LIMIT,REGULAR,,False
EVT-20260217-0443008,ORDER_PLACE,2026-02-17T09:31:04.319236,T-0010,T-0010,AAPL,SELL,ORD-T-0010-005157,3000.0,175.25,LIMIT,REGULAR,,False
EVT-20260217-0442951,TRADE_EXECUTE,2026-02-17T09:31:04.694834,T-0028,T-0028,TSLA,BUY,ORD-T-0028-005418,39900.0,250.11,LIMIT,REGULAR,EVT-20260217-0442950,True
EVT-20260217-0443006,ORDER_PLACE,2026-02-17T09:31:06.294492,T-0009,T-0009,NVDA,SELL,ORD-T-0009-005107,1000.0,799.57,LIMIT,REGULAR,,True
EVT-20260217-0442987,ORDER_CANCEL,2026-02-17T09:31:07.340532,T-0002,T-0002,AAPL,SELL,ORD-T-0002-004971,4400.0,175.25,LIMIT,REGULAR,EVT-20260217-0442986,False
EVT-20260217-0442955,ORDER_CANCEL,2026-02-17T09:31:07.656381,T-0035,T-0035,AAPL,SELL,ORD-T-0035-005601,1300.0,175.24,LIMIT,REGULAR,EVT-20260217-0442954,False
EVT-20260217-0443063,ORDER_PLACE,2026-02-17T09:31:08.063204,T-0049,T-0049,TSLA,SELL,ORD-T-0049-005717,1700.0,250.2,LIMIT,REGULAR,,False
EVT-20260217-0442910,ORDER_CANCEL,2026-02-17T09:31:11.820608,T-0006,T-0006,MSFT,SELL,ORD-T-0006-005283,2400.0,400.59,LIMIT,REGULAR,EVT-20260217-0442909,False
EVT-20260217-0443026,ORDER_PLACE,2026-02-17T09:31:12.996494,T-0019,T-0019,NVDA,SELL,ORD-T-0019-005162,6400.0,798.57,LIMIT,REGULAR,,False
EVT-20260217-0443028,ORDER_PLACE,2026-02-17T09:31:13.196112,T-0020,T-0020,MSFT,BUY,ORD-T-0020-005474,11900.0,400.65,LIMIT,REGULAR,,False
EVT-20260217-0443058,ORDER_PLACE,2026-02-17T09:31:13.593997,T-0046,T-0046,AMZN,BUY,ORD-T-0046-004390,1600.0,185.19,LIMIT,REGULAR,,True
EVT-20260217-0442925,ORDER_CANCEL,2026-02-17T09:31:14.364177,T-0015,T-0015,AAPL,BUY,ORD-T-0015-005039,27200.0,175.23,LIMIT,REGULAR,EVT-20260217-0442924,False
EVT-20260217-0443054,ORDER_PLACE,2026-02-17T09:31:15.840501,T-0044,T-0044,AMZN,SELL,ORD-T-0044-005439,1400.0,184.81,LIMIT,REGULAR,,False
EVT-20260217-0442918,TRADE_EXECUTE,2026-02-17T09:31:16.442531,T-0012,T-0012,TSLA,BUY,ORD-T-0012-004662,8000.0,250.52,LIMIT,REGULAR,EVT-20260217-0442917,False
EVT-20260217-0443029,TRADE_EXECUTE,2026-02-17T09:31:17.246977,T-0020,T-0020,MSFT,BUY,ORD-T-0020-005474,11900.0,400.91,LIMIT,REGULAR,EVT-20260217-0443028,False
EVT-20260217-0443010,ORDER_PLACE,2026-02-17T09:31:20.051962,T-0012,T-0012,TSLA,SELL,ORD-T-0012-004663,7200.0,250.31,LIMIT,REGULAR,,False
EVT-20260217-0443030,ORDER_PLACE,2026-02-17T09:31:20.335231,T-0020,T-0020,MSFT,BUY,ORD-T-0020-005475,39000.0,399.51,LIMIT,REGULAR,,False
EVT-20260217-0443012,ORDER_PLACE,2026-02-17T09:31:20.605627,T-0012,T-0012,TSLA,SELL,ORD-T-0012-004664,9800.0,250.08,LIMIT,REGULAR,,True
EVT-20260217-0443050,ORDER_PLACE,2026-02-17T09:31:20.944743,T-0042,T-0042,NVDA,BUY,ORD-T-0042-005294,700.0,799.85,LIMIT,REGULAR,,True
EVT-20260217-0442908,ORDER_CANCEL,2026-02-17T09:31:24.070719,T-0002,T-0002,NVDA,SELL,ORD-T-0002-004970,600.0,800.25,LIMIT,REGULAR,EVT-20260217-0442907,True
EVT-20260217-0442971,TRADE_EXECUTE,2026-02-17T09:31:24.862960,T-0043,T-0043,NVDA,BUY,ORD-T-0043-005042,1100.0,800.17,LIMIT,REGULAR,EVT-20260217-0442970,False
EVT-20260217-0442969,TRADE_EXECUTE,2026-02-17T09:31:25.357361,T-0043,T-0043,NVDA,SELL,ORD-T-0043-005041,1500.0,800.61,LIMIT,REGULAR,EVT-20260217-0442968,True
EVT-20260217-0442975,TRADE_EXECUTE,2026-02-17T09:31:26.078234,T-0044,T-0044,MSFT,SELL,ORD-T-0044-005437,1300.0,399.63,LIMIT,REGULAR,EVT-20260217-0442974,False
EVT-20260217-0443018,ORDER_PLACE,2026-02-17T09:31:27.510598,T-0016,T-0016,TSLA,BUY,ORD-T-0016-005579,4300.0,250.38,LIMIT,REGULAR,,False
EVT-20260217-0443013,ORDER_PLACE,2026-02-17T09:31:28.870199,T-0012,T-0012,TSLA,BUY,ORD-T-0012-004665,31000.0,249.67,LIMIT,REGULAR,,False
EVT-20260217-0443032,ORDER_PLACE,2026-02-17T09:31:30.037164,T-0022,T-0022,MSFT,BUY,ORD-T-0022-005315,10900.0,399.85,LIMIT,REGULAR,,True
EVT-20260217-0443061,ORDER_PLACE,2026-02-17T09:31:30.848955,T-0046,T-0046,AMZN,BUY,ORD-T-0046-004392,1300.0,185.13,LIMIT,REGULAR,,True
EVT-20260217-0443049,ORDER_PLACE,2026-02-17T09:31:30.883349,T-0037,T-0037,TSLA,SELL,ORD-T-0037-004762,700.0,250.09,LIMIT,REGULAR,,True
EVT-20260217-0442966,TRADE_EXECUTE,2026-02-17T09:31:32.480021,T-0041,T-0041,AMZN,BUY,ORD-T-0041-004830,1700.0,184.9,LIMIT,REGULAR,EVT-20260217-0442965,False
EVT-20260217-0442981,TRADE_EXECUTE,2026-02-17T09:31:33.054814,T-0047,T-0047,AAPL,BUY,ORD-T-0047-004846,1300.0,175.23,LIMIT,REGULAR,EVT-20260217-0442980,False
EVT-20260217-0442940,TRADE_EXECUTE,2026-02-17T09:31:33.355692,T-0022,T-0022,MSFT,SELL,ORD-T-0022-005314,7700.0,399.31,LIMIT,REGULAR,EVT-20260217-0442939,False
EVT-20260217-0443045,ORDER_PLACE,2026-02-17T09:31:34.068525,T-0035,T-0035,MSFT,SELL,ORD-T-0035-005602,1100.0,399.89712591189914,MARKET,REGULAR,,True
EVT-20260217-0442990,ORDER_PLACE,2026-02-17T09:31:34.503162,T-0002,T-0002,AAPL,SELL,ORD-T-0002-004973,4000.0,174.67,LIMIT,REGULAR,,False
EVT-20260217-0443055,ORDER_CANCEL,2026-02-17T09:31:34.946609,T-0044,T-0044,AMZN,SELL,ORD-T-0044-005439,1400.0,184.81,LIMIT,REGULAR,EVT-20260217-0443054,False
EVT-20260217-0443052,ORDER_PLACE,2026-02-17T09:31:35.809048,T-0044,T-0044,AMZN,BUY,ORD-T-0044-005438,1100.0,185.5,LIMIT,REGULAR,,False
EVT-20260217-0443035,ORDER_PLACE,2026-02-17T09:31:36.604319,T-0026,T-0026,AAPL,BUY,ORD-T-0026-004508,9700.0,174.79,LIMIT,REGULAR,,False
EVT-20260217-0443007,ORDER_CANCEL,2026-02-17T09:31:37.208887,T-0009,T-0009,NVDA,SELL,ORD-T-0009-005107,1000.0,799.57,LIMIT,REGULAR,EVT-20260217-0443006,True
EVT-20260217-0442983,TRADE_EXECUTE,2026-02-17T09:31:38.008233,T-0047,T-0047,AAPL,SELL,ORD-T-0047-004847,700.0,175.12,LIMIT,REGULAR,EVT-20260217-0442982,True
EVT-20260217-0443022,ORDER_PLACE,2026-02-17T09:31:38.638167,T-0018,T-0018,MSFT,SELL,ORD-T-0018-005223,18800.0,400.64,LIMIT,REGULAR,,False
EVT-20260217-0442914,TRADE_EXECUTE,2026-02-17T09:31:39.473539,T-0008,T-0008,AAPL,BUY,ORD-T-0008-004999,4800.0,175.1,LIMIT,REGULAR,EVT-20260217-0442913,False
EVT-20260217-0442998,ORDER_PLACE,2026-02-17T09:31:39.554323,T-0005,T-0005,AAPL,BUY,ORD-T-0005-004317,2000.0,175.2,LIMIT,REGULAR,,False
EVT-20260217-0442993,ORDER_CANCEL,2026-02-17T09:31:39.623081,T-0003,T-0003,MSFT,SELL,ORD-T-0003-005396,1900.0,399.78,LIMIT,REGULAR,EVT-20260217-0442992,True
EVT-20260217-0443047,ORDER_PLACE,2026-02-17T09:31:40.926547,T-0036,T-0036,AAPL,SELL,ORD-T-0036-004662,600.0,174.85,LIMIT,REGULAR,,False
EVT-20260217-0442994,ORDER_PLACE,2026-02-17T09:31:41.550546,T-0004,T-0004,AAPL,SELL,ORD-T-0004-006021,4500.0,175.17,LIMIT,REGULAR,,False
EVT-20260217-0443033,ORDER_CANCEL,2026-02-17T09:31:41.554960,T-0022,T-0022,MSFT,BUY,ORD-T-0022-005315,10900.0,399.85,LIMIT,REGULAR,EVT-20260217-0443032,True
EVT-20260217-0443048,ORDER_CANCEL,2026-02-17T09:31:41.638528,T-0036,T-0036,AAPL,SELL,ORD-T-0036-004662,600.0,174.85,LIMIT,REGULAR,EVT-20260217-0443047,False
EVT-20260217-0442997,ORDER_CANCEL,2026-02-17T09:31:42.740317,T-0005,T-0005,AAPL,SELL,ORD-T-0005-004316,2000.0,175.22,LIMIT,REGULAR,EVT-20260217-0442996,False
EVT-20260217-0443000,ORDER_PLACE,2026-02-17T09:31:43.479173,T-0008,T-0008,TSLA,BUY,ORD-T-0008-005000,3900.0,249.96846782342064,MARKET,REGULAR,,True
EVT-20260217-0443056,ORDER_PLACE,2026-02-17T09:31:43.566355,T-0045,T-0045,NVDA,SELL,ORD-T-0045-005305,1500.0,798.78,LIMIT,REGULAR,,False
EVT-20260217-0442930,TRADE_EXECUTE,2026-02-17T09:31:45.041412,T-0020,T-0020,TSLA,SELL,ORD-T-0020-005472,29000.0,250.56,LIMIT,REGULAR,EVT-20260217-0442929,False
EVT-20260217-0443020,ORDER_PLACE,2026-02-17T09:31:45.371234,T-0017,T-0017,AAPL,BUY,ORD-T-0017-004894,33300.0,175.21,LIMIT,REGULAR,,False
EVT-20260217-0443027,ORDER_CANCEL,2026-02-17T09:31:45.709670,T-0019,T-0019,NVDA,SELL,ORD-T-0019-005162,6400.0,798.57,LIMIT,REGULAR,EVT-20260217-0443026,False
EVT-20260217-0443009,TRADE_EXECUTE,2026-02-17T09:31:45.935857,T-0010,T-0010,AAPL,SELL,ORD-T-0010-005157,3000.0,175.25,LIMIT,REGULAR,EVT-20260217-0443008,False
EVT-20260217-0443014,TRADE_EXECUTE,2026-02-17T09:31:46.011131,T-0012,T-0012,TSLA,BUY,ORD-T-0012-004665,31000.0,249.89,LIMIT,REGULAR,EVT-20260217-0443013,False
EVT-20260217-0443024,ORDER_PLACE,2026-02-17T09:31:46.162413,T-0018,T-0018,MSFT,SELL,ORD-T-0018-005224,24500.0,399.67,LIMIT,REGULAR,,False
EVT-20260217-0443060,ORDER_PLACE,2026-02-17T09:31:46.723528,T-0046,T-0046,AMZN,BUY,ORD-T-0046-004391,900.0,185.3,LIMIT,REGULAR,,False
EVT-20260217-0443039,ORDER_PLACE,2026-02-17T09:31:46.978611,T-0027,T-0027,NVDA,SELL,ORD-T-0027-005187,46700.0,800.26,LIMIT,REGULAR,,True
EVT-20260217-0443043,ORDER_PLACE,2026-02-17T09:31:47.450899,T-0033,T-0033,NVDA,SELL,ORD-T-0033-004898,1700.0,800.3,LIMIT,REGULAR,,True
EVT-20260217-0443002,ORDER_PLACE,2026-02-17T09:31:50.013075,T-0008,T-0008,TSLA,BUY,ORD-T-0008-005001,4000.0,249.96846782342064,MARKET,REGULAR,,True
EVT-20260217-0442932,TRADE_EXECUTE,2026-02-17T09:31:50.060029,T-0020,T-0020,TSLA,SELL,ORD-T-0020-005473,39300.0,250.15,MARKET,REGULAR,EVT-20260217-0442931,True
EVT-20260217-0442995,ORDER_CANCEL,2026-02-17T09:31:50.167673,T-0004,T-0004,AAPL,SELL,ORD-T-0004-006021,4500.0,175.17,LIMIT,REGULAR,EVT-20260217-0442994,False
EVT-20260217-0443034,ORDER_PLACE,2026-02-17T09:31:50.610163,T-0023,T-0023,NVDA,SELL,ORD-T-0023-005049,33500.0,799.95,LIMIT,REGULAR,,True
EVT-20260217-0443017,ORDER_PLACE,2026-02-17T09:31:50.920883,T-0016,T-0016,TSLA,SELL,ORD-T-0016-005578,1600.0,249.65,LIMIT,REGULAR,,False
EVT-20260217-0443023,TRADE_EXECUTE,2026-02-17T09:31:51.958049,T-0018,T-0018,MSFT,SELL,ORD-T-0018-005223,18800.0,400.45,LIMIT,REGULAR,EVT-20260217-0443022,False
EVT-20260217-0443015,ORDER_PLACE,2026-02-17T09:31:52.953540,T-0015,T-0015,NVDA,SELL,ORD-T-0015-005041,46500.0,799.35,LIMIT,REGULAR,,False
EVT-20260217-0443004,ORDER_PLACE,2026-02-17T09:31:53.539205,T-0009,T-0009,NVDA,SELL,ORD-T-0009-005106,3600.0,800.64,LIMIT,REGULAR,,False
EVT-20260217-0442991,ORDER_CANCEL,2026-02-17T09:31:53.734797,T-0002,T-0002,AAPL,SELL,ORD-T-0002-004973,4000.0,174.67,LIMIT,REGULAR,EVT-20260217-0442990,False
EVT-20260217-0442947,TRADE_EXECUTE,2026-02-17T09:31:53.855819,T-0026,T-0026,MSFT,SELL,ORD-T-0026-004507,11100.0,400.03,LIMIT,REGULAR,EVT-20260217-0442946,False
EVT-20260217-0443037,ORDER_PLACE,2026-02-17T09:31:54.853140,T-0027,T-0027,NVDA,BUY,ORD-T-0027-005186,43000.0,799.71,LIMIT,REGULAR,,True
EVT-20260217-0442988,ORDER_PLACE,2026-02-17T09:31:57.873799,T-0002,T-0002,AAPL,BUY,ORD-T-0002-004972,3200.0,174.96,LIMIT,REGULAR,,True
EVT-20260217-0442984,ORDER_PLACE,2026-02-17T09:31:57.946947,T-0001,T-0001,MSFT,SELL,ORD-T-0001-004653,2200.0,399.18,LIMIT,REGULAR,,False
EVT-20260217-0442989,ORDER_CANCEL,2026-02-17T09:31:58.456718,T-0002,T-0002,AAPL,BUY,ORD-T-0002-004972,3200.0,174.96,LIMIT,REGULAR,EVT-20260217-0442988,True
EVT-20260217-0443041,ORDER_PLACE,2026-02-17T09:31:58.636837,T-0028,T-0028,NVDA,BUY,ORD-T-0028-005421,34300.0,800.14,LIMIT,REGULAR,,True
EVT-20260217-0443019,ORDER_CANCEL,2026-02-17T09:32:00.255512,T-0016,T-0016,TSLA,BUY,ORD-T-0016-005579,4300.0,250.38,LIMIT,REGULAR,EVT-20260217-0443018,False
EVT-20260217-0442949,TRADE_EXECUTE,2026-02-17T09:32:00.523179,T-0027,T-0027,MSFT,SELL,ORD-T-0027-005185,3500.0,399.83,LIMIT,REGULAR,EVT-20260217-0442948,False
EVT-20260217-0443108,ORDER_PLACE,2026-02-17T09:32:00.803529,T-0018,T-0018,TSLA,SELL,ORD-T-0018-005225,15100.0,250.57,LIMIT,REGULAR,,False
EVT-20260217-0443099,ORDER_PLACE,2026-02-17T09:32:02.540696,T-0015,T-0015,NVDA,BUY,ORD-T-0015-005042,28400.0,800.68,LIMIT,REGULAR,,True
EVT-20260217-0443005,TRADE_EXECUTE,2026-02-17T09:32:03.150979,T-0009,T-0009,NVDA,SELL,ORD-T-0009-005106,3600.0,800.77,LIMIT,REGULAR,EVT-20260217-0443004,False
EVT-20260217-0443139,ORDER_PLACE,2026-02-17T09:32:03.486573,T-0038,T-0038,TSLA,SELL,ORD-T-0038-005562,1200.0,250.63,LIMIT,REGULAR,,False
EVT-20260217-0442959,TRADE_EXECUTE,2026-02-17T09:32:03.766203,T-0037,T-0037,AMZN,SELL,ORD-T-0037-004760,1300.0,185.47,LIMIT,REGULAR,EVT-20260217-0442958,False
EVT-20260217-0443016,TRADE_EXECUTE,2026-02-17T09:32:04.205912,T-0015,T-0015,NVDA,SELL,ORD-T-0015-005041,46500.0,800.04,LIMIT,REGULAR,EVT-20260217-0443015,False
EVT-20260217-0443011,ORDER_CANCEL,2026-02-17T09:32:04.235731,T-0012,T-0012,TSLA,SELL,ORD-T-0012-004663,7200.0,250.31,LIMIT,REGULAR,EVT-20260217-0443010,False
